"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia VIRU (000)",30684,606,14482,9372,5042,1182
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (001)",21,,,12,8,1
"Profes., científicos e intelectuales (002)",506,,175,225,97,9
"Técnicos de nivel medio y trab. asimilados (003)",805,1,379,339,74,12
"Jefes y empleados de oficina (004)",558,,308,191,55,4
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",2548,43,827,953,631,94
"Agricult. trabaj. calif.agrop. y pesqueros (006)",4868,38,1465,1557,1289,519
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",3591,19,2316,954,270,32
"Obreros construc., conf., papel, fab., instr. (008)",1980,8,726,766,429,51
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (009)",14859,493,7827,4101,2034,404
"Otra (010)",21,,3,9,9,
"Ocupación no especificada (011)",927,4,456,265,146,56
"Hombres (012)",21886,413,10085,6587,3812,989
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (013)",16,,,11,5,
"Profes., científicos e intelectuales (014)",244,,60,102,73,9
"Técnicos de nivel medio y trab. asimilados (015)",579,1,252,255,62,9
"Jefes y empleados de oficina (016)",354,,181,129,40,4
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",987,21,324,382,228,32
"Agricult. trabaj. calif.agrop. y pesqueros (018)",4303,23,1203,1399,1183,495
"Obreros y oper.minas, cant.,ind.manuf. y otros (019)",2304,16,1433,602,221,32
"Obreros construc., conf., papel, fab., instr. (020)",1925,6,701,743,425,50
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (021)",10613,343,5657,2804,1483,326
"Otra (022)",21,,3,9,9,
"Ocupación no especificada (023)",540,3,271,151,83,32
"Mujeres (024)",8798,193,4397,2785,1230,193
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (025)",5,,,1,3,1
"Profes., científicos e intelectuales (026)",262,,115,123,24,
"Técnicos de nivel medio y trab. asimilados (027)",226,,127,84,12,3
"Jefes y empleados de oficina (028)",204,,127,62,15,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",1561,22,503,571,403,62
"Agricult. trabaj. calif.agrop. y pesqueros (030)",565,15,262,158,106,24
"Obreros y oper.minas, cant.,ind.manuf. y otros (031)",1287,3,883,352,49,
"Obreros construc., conf., papel, fab., instr. (032)",55,2,25,23,4,1
