"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia DANIEL ALCIDES CARRION (000)",47803,24029,23774,27967,13880,14087,19836,10149,9687
"Menores de 1 año (001)",673,347,326,357,172,185,316,175,141
"Menores de 1 mes (002)",53,32,21,30,18,12,23,14,9
"De 1 a 11 meses (003)",620,315,305,327,154,173,293,161,132
"De 1 a 4 años (004)",3649,1921,1728,1900,991,909,1749,930,819
"1 año (005)",775,383,392,399,191,208,376,192,184
"2 años (006)",971,525,446,503,264,239,468,261,207
"3 años (007)",964,518,446,494,270,224,470,248,222
"4 años (008)",939,495,444,504,266,238,435,229,206
"De 5 a 9 años (009)",4693,2379,2314,2485,1234,1251,2208,1145,1063
"5 años (010)",901,470,431,483,243,240,418,227,191
"6 años (011)",847,445,402,431,218,213,416,227,189
"7 años (012)",949,493,456,487,245,242,462,248,214
"8 años (013)",1038,527,511,555,284,271,483,243,240
"9 años (014)",958,444,514,529,244,285,429,200,229
"De 10 a 14 años (015)",5924,3128,2796,3297,1705,1592,2627,1423,1204
"10 años (016)",1284,683,601,676,343,333,608,340,268
"11 años (017)",1002,505,497,556,286,270,446,219,227
"12 años (018)",1304,660,644,754,371,383,550,289,261
"13 años (019)",1161,619,542,642,339,303,519,280,239
"14 años (020)",1173,661,512,669,366,303,504,295,209
"De 15 a 19 años (021)",5455,2747,2708,3289,1682,1607,2166,1065,1101
"15 años (022)",1347,687,660,839,436,403,508,251,257
"16 años (023)",1130,556,574,702,343,359,428,213,215
"17 años (024)",1031,519,512,593,305,288,438,214,224
"18 años (025)",1113,566,547,621,323,298,492,243,249
"19 años (026)",834,419,415,534,275,259,300,144,156
"De 20 a 24 años (027)",4448,2178,2270,2603,1246,1357,1845,932,913
"20 años (028)",1246,597,649,713,350,363,533,247,286
"21 años (029)",660,324,336,409,188,221,251,136,115
"22 años (030)",967,474,493,570,260,310,397,214,183
"23 años (031)",769,361,408,439,202,237,330,159,171
"24 años (032)",806,422,384,472,246,226,334,176,158
"De 25 a 29 años (033)",3736,1801,1935,2219,1079,1140,1517,722,795
"25 años (034)",898,440,458,552,270,282,346,170,176
"26 años (035)",699,319,380,408,187,221,291,132,159
"27 años (036)",682,315,367,416,200,216,266,115,151
"28 años (037)",873,430,443,488,245,243,385,185,200
"29 años (038)",584,297,287,355,177,178,229,120,109
"De 30 a 34 años (039)",3156,1593,1563,1867,943,924,1289,650,639
"30 años (040)",1037,520,517,617,312,305,420,208,212
"31 años (041)",384,176,208,230,110,120,154,66,88
"32 años (042)",643,334,309,387,195,192,256,139,117
"33 años (043)",517,263,254,306,158,148,211,105,106
"34 años (044)",575,300,275,327,168,159,248,132,116
