"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia MARAÑON (000)",6180,88,1992,2188,1531,381
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (001)",12,,,3,9,
"Profes., científicos e intelectuales (002)",450,,90,285,75,
"Técnicos de nivel medio y trab. asimilados (003)",59,,18,32,7,2
"Jefes y empleados de oficina (004)",68,,18,31,19,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",166,,47,69,33,17
"Agricult. trabaj. calif.agrop. y pesqueros (006)",3486,,823,1299,1076,288
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",60,,13,22,21,4
"Obreros construc., conf., papel, fab., instr. (008)",95,,22,52,20,1
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (009)",1546,87,882,319,207,51
"Otra (010)",20,,8,10,2,
"Ocupación no especificada (011)",218,1,71,66,62,18
"Hombres (012)",5300,70,1681,1867,1349,333
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (013)",10,,,2,8,
"Profes., científicos e intelectuales (014)",278,,50,175,53,
"Técnicos de nivel medio y trab. asimilados (015)",37,,9,22,4,2
"Jefes y empleados de oficina (016)",42,,12,18,12,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",88,,24,31,19,14
"Agricult. trabaj. calif.agrop. y pesqueros (018)",3287,,775,1236,1011,265
"Obreros y oper.minas, cant.,ind.manuf. y otros (019)",57,,11,21,21,4
"Obreros construc., conf., papel, fab., instr. (020)",93,,21,51,20,1
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (021)",1261,69,732,260,166,34
"Otra (022)",20,,8,10,2,
"Ocupación no especificada (023)",127,1,39,41,33,13
"Mujeres (024)",880,18,311,321,182,48
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (025)",2,,,1,1,
"Profes., científicos e intelectuales (026)",172,,40,110,22,
"Técnicos de nivel medio y trab. asimilados (027)",22,,9,10,3,
"Jefes y empleados de oficina (028)",26,,6,13,7,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",78,,23,38,14,3
"Agricult. trabaj. calif.agrop. y pesqueros (030)",199,,48,63,65,23
"Obreros y oper.minas, cant.,ind.manuf. y otros (031)",3,,2,1,,
"Obreros construc., conf., papel, fab., instr. (032)",2,,1,1,,
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (033)",285,18,150,59,41,17
"Ocupación no especificada (035)",91,,32,25,29,5
,,,,,,
