"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia AMBO (000)",52113,2620,6910,7877,5622,7741,6693,10737,3913
"Sin nivel (001)",10574,2620,1117,88,201,648,966,2960,1974
"Educación inicial (002)",1090,,1034,22,4,15,15,,
"Primaria (003)",26246,,4759,5970,1712,3140,3458,5522,1685
"Secundaria (004)",11233,,,1797,3437,2752,1495,1577,175
"Superior no univ. incompleto (005)",823,,,,168,376,147,119,13
"Superior no univ. completo (006)",747,,,,,296,238,191,22
"Superior univ. incompleto (007)",610,,,,100,308,108,89,5
"Superior univ. completo (008)",790,,,,,206,266,279,39
"Hombres (010)",26087,1346,3506,3999,2839,3831,3250,5367,1949
"Sin nivel (011)",3676,1346,568,40,66,164,243,676,573
"Educación inicial (012)",569,,534,16,3,9,7,,
"Primaria (013)",13830,,2404,3000,802,1491,1742,3202,1189
"Secundaria (014)",6473,,,943,1865,1587,897,1054,127
"Superior no univ. incompleto (015)",409,,,,67,181,72,79,10
"Superior no univ. completo (016)",369,,,,,141,104,109,15
"Superior univ. incompleto (017)",324,,,,36,158,61,66,3
"Superior univ. completo (018)",437,,,,,100,124,181,32
"Mujeres (020)",26026,1274,3404,3878,2783,3910,3443,5370,1964
"Sin nivel (021)",6898,1274,549,48,135,484,723,2284,1401
"Educación inicial (022)",521,,500,6,1,6,8,,
"Primaria (023)",12416,,2355,2970,910,1649,1716,2320,496
"Secundaria (024)",4760,,,854,1572,1165,598,523,48
"Superior no univ. incompleto (025)",414,,,,101,195,75,40,3
"Superior no univ. completo (026)",378,,,,,155,134,82,7
"Superior univ. incompleto (027)",286,,,,64,150,47,23,2
"Superior univ. completo (028)",353,,,,,106,142,98,7
,,,,,,,,,
"URBANA (030)",17464,756,1978,2447,2068,2605,2320,3905,1385
"Sin nivel (031)",2427,756,208,17,38,101,143,650,514
"Educación inicial (032)",357,,344,3,,4,6,,
"Primaria (033)",6945,,1426,1579,240,465,779,1773,683
"Secundaria (034)",5486,,,848,1597,1186,789,943,123
"Superior no univ. incompleto (035)",570,,,,113,246,112,90,9
"Superior no univ. completo (036)",542,,,,,188,185,151,18
"Superior univ. incompleto (037)",485,,,,80,244,87,70,4
"Superior univ. completo (038)",652,,,,,171,219,228,34
"Hombres (040)",8586,381,1026,1229,1017,1248,1077,1944,664
"Sin nivel (041)",833,381,110,10,18,40,33,123,118
"Educación inicial (042)",190,,180,3,,2,5,,
"Primaria (043)",3406,,736,790,115,164,301,884,416
"Secundaria (044)",3004,,,426,815,633,452,597,81
"Superior no univ. incompleto (045)",285,,,,40,125,54,58,8
"Superior no univ. completo (046)",258,,,,,82,79,86,11
"Superior univ. incompleto (047)",259,,,,29,125,50,52,3
"Superior univ. completo (048)",351,,,,,77,103,144,27
"Mujeres (050)",8878,375,952,1218,1051,1357,1243,1961,721
"Sin nivel (051)",1594,375,98,7,20,61,110,527,396
"Educación inicial (052)",167,,164,,,2,1,,
"Primaria (053)",3539,,690,789,125,301,478,889,267
"Secundaria (054)",2482,,,422,782,553,337,346,42
"Superior no univ. incompleto (055)",285,,,,73,121,58,32,1
"Superior no univ. completo (056)",284,,,,,106,106,65,7
"Superior univ. incompleto (057)",226,,,,51,119,37,18,1
"Superior univ. completo (058)",301,,,,,94,116,84,7
,,,,,,,,,
"RURAL (060)",34649,1864,4932,5430,3554,5136,4373,6832,2528
"Sin nivel (061)",8147,1864,909,71,163,547,823,2310,1460
"Educación inicial (062)",733,,690,19,4,11,9,,
"Primaria (063)",19301,,3333,4391,1472,2675,2679,3749,1002
"Secundaria (064)",5747,,,949,1840,1566,706,634,52
"Superior no univ. incompleto (065)",253,,,,55,130,35,29,4
"Superior no univ. completo (066)",205,,,,,108,53,40,4
"Superior univ. incompleto (067)",125,,,,20,64,21,19,1
"Superior univ. completo (068)",138,,,,,35,47,51,5
"Hombres (070)",17501,965,2480,2770,1822,2583,2173,3423,1285
"Sin nivel (071)",2843,965,458,30,48,124,210,553,455
"Educación inicial (072)",379,,354,13,3,7,2,,
"Primaria (073)",10424,,1668,2210,687,1327,1441,2318,773
"Secundaria (074)",3469,,,517,1050,954,445,457,46
"Superior no univ. incompleto (075)",124,,,,27,56,18,21,2
"Superior no univ. completo (076)",111,,,,,59,25,23,4
"Superior univ. incompleto (077)",65,,,,7,33,11,14,
"Superior univ. completo (078)",86,,,,,23,21,37,5
"Mujeres (080)",17148,899,2452,2660,1732,2553,2200,3409,1243
"Sin nivel (081)",5304,899,451,41,115,423,613,1757,1005
"Educación inicial (082)",354,,336,6,1,4,7,,
"Primaria (083)",8877,,1665,2181,785,1348,1238,1431,229
"Secundaria (084)",2278,,,432,790,612,261,177,6
"Superior no univ. incompleto (085)",129,,,,28,74,17,8,2
"Superior no univ. completo (086)",94,,,,,49,28,17,
"Superior univ. incompleto (087)",60,,,,13,31,10,5,1
"Superior univ. completo (088)",52,,,,,12,26,14,
