"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Superior no univ. incompleto (035)",4820,,,,1009,1873,1048,797,93
"Superior no univ. completo (036)",5737,,,,,2154,1821,1599,163
"Superior univ. incompleto (037)",2431,,,,519,1023,393,450,46
"Superior univ. completo (038)",3006,,,,,958,916,1010,122
"Hombres (040)",48272,2588,5258,5708,5434,9165,7412,9979,2728
"Sin nivel (041)",5092,2588,577,89,58,134,296,737,613
"Educación inicial (042)",1714,,1585,81,19,13,16,,
"Primaria (043)",17518,,3096,3950,945,1887,1956,4166,1518
"Secundaria (044)",15902,,,1588,3696,4216,3140,2929,333
"Superior no univ. incompleto (045)",2450,,,,485,868,556,475,66
"Superior no univ. completo (046)",2764,,,,,1076,795,802,91
"Superior univ. incompleto (047)",1242,,,,231,484,206,288,33
"Superior univ. completo (048)",1590,,,,,487,447,582,74
"Mujeres (050)",47945,2493,5157,5608,5408,9422,7708,9645,2504
"Sin nivel (051)",6198,2493,569,77,72,165,466,1364,992
"Educación inicial (052)",1744,,1631,61,6,21,25,,
"Primaria (053)",18664,,2957,3797,1031,2427,2653,4604,1195
"Secundaria (054)",13391,,,1673,3487,3716,2390,1968,157
"Superior no univ. incompleto (055)",2370,,,,524,1005,492,322,27
"Superior no univ. completo (056)",2973,,,,,1078,1026,797,72
"Superior univ. incompleto (057)",1189,,,,288,539,187,162,13
"Superior univ. completo (058)",1416,,,,,471,469,428,48
,,,,,,,,,
"RURAL (060)",4584,223,488,565,497,880,699,930,302
"Sin nivel (061)",762,223,66,8,11,29,39,223,163
"Educación inicial (062)",138,,122,8,,5,3,,
"Primaria (063)",2273,,300,415,149,386,387,512,124
"Secundaria (064)",1000,,,134,286,294,175,104,7
"Superior no univ. incompleto (065)",131,,,,47,40,24,18,2
"Superior no univ. completo (066)",150,,,,,88,33,28,1
"Superior univ. incompleto (067)",35,,,,4,21,4,6,
"Superior univ. completo (068)",95,,,,,17,34,39,5
"Hombres (070)",2431,105,257,298,272,434,392,505,168
"Sin nivel (071)",328,105,29,5,7,12,14,82,74
"Educación inicial (072)",79,,70,4,,2,3,,
"Primaria (073)",1199,,158,226,78,159,199,292,87
"Secundaria (074)",596,,,63,162,169,117,80,5
"Superior no univ. incompleto (075)",78,,,,21,24,17,15,1
"Superior no univ. completo (076)",89,,,,,45,25,19,
"Superior univ. incompleto (077)",27,,,,4,13,4,6,
"Superior univ. completo (078)",35,,,,,10,13,11,1
"Mujeres (080)",2153,118,231,267,225,446,307,425,134
"Sin nivel (081)",434,118,37,3,4,17,25,141,89
"Educación inicial (082)",59,,52,4,,3,,,
"Primaria (083)",1074,,142,189,71,227,188,220,37
"Secundaria (084)",404,,,71,124,125,58,24,2
"Superior no univ. incompleto (085)",53,,,,26,16,7,3,1
"Superior no univ. completo (086)",61,,,,,43,8,9,1
"Superior univ. incompleto (087)",8,,,,,8,,,
"Superior univ. completo (088)",60,,,,,7,21,28,4
