"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia PAITA (000)",100801,5304,10903,11881,11339,19467,15819,20554,5534
"Sin nivel (001)",12052,5304,1212,174,141,328,801,2324,1768
"Educación inicial (002)",3596,,3338,150,25,39,44,,
"Primaria (003)",38455,,6353,8162,2125,4700,4996,9282,2837
"Secundaria (004)",30293,,,3395,7469,8226,5705,5001,497
"Superior no univ. incompleto (005)",4951,,,,1056,1913,1072,815,95
"Superior no univ. completo (006)",5887,,,,,2242,1854,1627,164
"Superior univ. incompleto (007)",2466,,,,523,1044,397,456,46
"Superior univ. completo (008)",3101,,,,,975,950,1049,127
"Hombres (010)",50703,2693,5515,6006,5706,9599,7804,10484,2896
"Sin nivel (011)",5420,2693,606,94,65,146,310,819,687
"Educación inicial (012)",1793,,1655,85,19,15,19,,
"Primaria (013)",18717,,3254,4176,1023,2046,2155,4458,1605
"Secundaria (014)",16498,,,1651,3858,4385,3257,3009,338
"Superior no univ. incompleto (015)",2528,,,,506,892,573,490,67
"Superior no univ. completo (016)",2853,,,,,1121,820,821,91
"Superior univ. incompleto (017)",1269,,,,235,497,210,294,33
"Superior univ. completo (018)",1625,,,,,497,460,593,75
"Mujeres (020)",50098,2611,5388,5875,5633,9868,8015,10070,2638
"Sin nivel (021)",6632,2611,606,80,76,182,491,1505,1081
"Educación inicial (022)",1803,,1683,65,6,24,25,,
"Primaria (023)",19738,,3099,3986,1102,2654,2841,4824,1232
"Secundaria (024)",13795,,,1744,3611,3841,2448,1992,159
"Superior no univ. incompleto (025)",2423,,,,550,1021,499,325,28
"Superior no univ. completo (026)",3034,,,,,1121,1034,806,73
"Superior univ. incompleto (027)",1197,,,,288,547,187,162,13
"Superior univ. completo (028)",1476,,,,,478,490,456,52
,,,,,,,,,
"URBANA (030)",96217,5081,10415,11316,10842,18587,15120,19624,5232
"Sin nivel (031)",11290,5081,1146,166,130,299,762,2101,1605
"Educación inicial (032)",3458,,3216,142,25,34,41,,
"Primaria (033)",36182,,6053,7747,1976,4314,4609,8770,2713
"Secundaria (034)",29293,,,3261,7183,7932,5530,4897,490
