"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Técnicos de nivel medio ytrab.asimilados (039)",176,,,5,58,18,49,12,34
"Jefes y empleados de oficina (040)",155,,,3,39,13,23,18,59
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",514,36,,142,204,33,25,35,39
"Agricult.trabaj. calif.agrop. y pesquros (042)",1140,196,1,598,298,14,13,10,10
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",267,5,,79,114,17,31,7,14
"Obreros. construc., conf., papel, fab., instr (044)",223,2,,52,126,13,11,13,6
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",1211,176,4,542,414,25,13,17,20
"Otra (046)",40,,,,14,5,12,3,6
"Ocupación no especificada (047)",262,43,1,73,85,11,15,12,22
"Hombres (048)",2970,175,2,970,969,116,197,111,430
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",16,,,2,5,1,,3,5
"Profes., científicos e intelectuales (050)",398,,,,7,15,68,19,289
"Técnicos de nivel medio ytrab.asimilados (051)",90,,,2,20,12,25,8,23
"Jefes y empleados de oficina (052)",102,,,1,25,8,15,10,43
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",194,3,,35,98,13,10,20,15
"Agricult.trabaj. calif.agrop. y pesquros (054)",932,114,1,514,261,13,10,9,10
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",242,5,,71,105,13,30,7,11
"Obreros. construc., conf., papel, fab., instr (056)",222,2,,51,126,13,11,13,6
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",596,41,1,255,257,14,8,11,9
"Otra (058)",40,,,,14,5,12,3,6
"Ocupación no especificada (059)",138,10,,39,51,9,8,8,13
"Mujeres (060)",1749,283,4,527,407,67,119,50,292
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",3,,,1,,,,1,1
"Profes., científicos e intelectuales (062)",314,,,,12,18,56,11,217
"Técnicos de nivel medio ytrab.asimilados (063)",86,,,3,38,6,24,4,11
"Jefes y empleados de oficina (064)",53,,,2,14,5,8,8,16
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",320,33,,107,106,20,15,15,24
"Agricult.trabaj. calif.agrop. y pesquros (066)",208,82,,84,37,1,3,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",25,,,8,9,4,1,,3
"Obreros. construc., conf., papel, fab., instr (068)",1,,,1,,,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",615,135,3,287,157,11,5,6,11
"Ocupación no especificada (071)",124,33,1,34,34,2,7,4,9
,,,,,,,,,
"RURAL (072)",6247,1147,9,3074,1743,64,69,27,114
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",8,,,4,3,,,,1
"Profes., científicos e intelectuales (074)",139,,,,16,8,28,7,80
"Técnicos de nivel medio ytrab.asimilados (075)",33,,,3,9,5,10,,6
"Jefes y empleados de oficina (076)",29,,,1,12,3,4,2,7
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",105,13,,35,49,1,4,,3
"Agricult.trabaj. calif.agrop. y pesquros (078)",3010,651,4,1623,701,10,5,9,7
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",280,8,,147,116,3,4,2,
"Obreros. construc., conf., papel, fab., instr (080)",195,7,,71,101,7,3,1,5
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",2190,420,4,1085,644,25,6,3,3
"Ocupación no especificada (083)",258,48,1,105,92,2,5,3,2
"Hombres (084)",4919,666,8,2539,1512,46,43,23,82
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",7,,,3,3,,,,1
"Profes., científicos e intelectuales (086)",89,,,,9,3,16,5,56
"Técnicos de nivel medio ytrab.asimilados (087)",24,,,2,8,4,5,,5
"Jefes y empleados de oficina (088)",19,,,1,8,2,4,,4
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",38,1,,10,26,,1,,
"Agricult.trabaj. calif.agrop. y pesquros (090)",2625,462,3,1477,654,10,3,9,7
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",273,7,,147,111,3,3,2,
"Obreros. construc., conf., papel, fab., instr (092)",193,7,,70,101,7,3,1,4
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",1490,171,4,757,531,16,5,3,3
"Ocupación no especificada (095)",161,18,1,72,61,1,3,3,2
"Mujeres (096)",1328,481,1,535,231,18,26,4,32
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",1,,,1,,,,,
"Profes., científicos e intelectuales (098)",50,,,,7,5,12,2,24
"Técnicos de nivel medio ytrab.asimilados (099)",9,,,1,1,1,5,,1
"Jefes y empleados de oficina (100)",10,,,,4,1,,2,3
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",67,12,,25,23,1,3,,3
"Agricult.trabaj. calif.agrop. y pesquros (102)",385,189,1,146,47,,2,,
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",7,1,,,5,,1,,
"Obreros. construc., conf., papel, fab., instr (104)",2,,,1,,,,,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",700,249,,328,113,9,1,,
"Ocupación no especificada (107)",97,30,,33,31,1,2,,
