"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Industrias manufactureras (048)",552,108,,210,172,15,17,12,18
"Suministro de electricidad, gas y agua (049)",1,,,,,,,,1
"Construcción (050)",39,3,,15,17,1,1,1,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",1401,104,2,425,619,86,77,37,51
"Venta, mant.y rep. veh.autom.y motoc. (052)",4,,,,4,,,,
"Comercio al por mayor (053)",26,1,,6,12,1,4,1,1
"Comercio al por menor (054)",1371,103,2,419,603,85,73,36,50
"Hoteles y restaurantes (055)",635,76,,235,253,26,21,12,12
"Trans., almac. y comunicaciones (056)",71,1,,3,29,8,17,4,9
"Intermediación financiera (057)",2,,,,,,,,2
"Activid.inmobil., empres. y de alquiler (058)",81,1,,2,7,11,17,7,36
"Admin.pub. y defensa; p. segur.soc.afil (059)",60,2,,6,13,5,15,3,16
"Enseñanza (060)",487,,,,50,34,223,19,161
"Servicios sociales y de salud (061)",115,,,5,18,8,34,6,44
"Otras activ. serv.comun.soc y personales (062)",105,13,,24,42,4,10,4,8
"Hogares privados con servicio doméstico (063)",233,31,2,96,93,5,2,2,2
"Actividad economica no especificada (065)",338,100,1,106,74,14,21,7,15
,,,,,,,,,
"URBANA (066)",8795,394,10,2250,3624,526,861,356,774
"Agric., ganadería, caza y silvicultura (067)",2057,171,5,937,751,51,59,38,45
"Explotación de minas y canteras (069)",10,,,3,3,1,1,1,1
"Industrias manufactureras (070)",876,24,1,190,475,58,48,41,39
"Suministro de electricidad, gas y agua (071)",12,,,1,6,1,,,4
"Construcción (072)",638,12,,158,367,30,37,12,22
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",1887,83,2,459,898,140,132,83,90
"Venta, mant.y rep. veh.autom.y motoc. (074)",109,1,,5,53,14,24,8,4
"Comercio al por mayor (075)",49,,,11,19,4,8,2,5
"Comercio al por menor (076)",1729,82,2,443,826,122,100,73,81
"Hoteles y restaurantes (077)",640,51,,202,279,40,32,19,17
"Trans., almac. y comunicaciones (078)",590,6,,78,352,50,55,25,24
"Intermediación financiera (079)",5,,,,,,,,5
"Activid.inmobil., empres. y de alquiler (080)",241,,,7,34,32,41,31,96
"Admin.pub. y defensa; p. segur.soc.afil (081)",326,3,,26,126,22,47,22,80
"Enseñanza (082)",694,,,1,48,45,324,34,242
"Servicios sociales y de salud (083)",138,,,4,19,13,31,9,62
"Otras activ. serv.comun.soc y personales (084)",211,16,,37,83,16,24,16,19
"Hogares privados con servicio doméstico (085)",218,18,2,97,88,7,1,2,3
"Actividad economica no especificada (087)",252,10,,50,95,20,29,23,25
"Hombres (088)",5361,128,5,1311,2436,331,468,243,439
"Agric., ganadería, caza y silvicultura (089)",1696,87,4,764,675,46,49,33,38
"Explotación de minas y canteras (091)",10,,,3,3,1,1,1,1
"Industrias manufactureras (092)",567,3,1,95,342,43,31,30,22
"Suministro de electricidad, gas y agua (093)",11,,,1,6,1,,,3
"Construcción (094)",604,9,,145,353,29,36,11,21
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",715,9,,122,365,65,63,46,45
"Venta, mant.y rep. veh.autom.y motoc. (096)",105,1,,5,49,14,24,8,4
"Comercio al por mayor (097)",29,,,6,11,3,4,1,4
"Comercio al por menor (098)",581,8,,111,305,48,35,37,37
"Hoteles y restaurantes (099)",125,4,,15,65,17,12,7,5
"Trans., almac. y comunicaciones (100)",534,6,,75,329,43,43,21,17
"Intermediación financiera (101)",3,,,,,,,,3
"Activid.inmobil., empres. y de alquiler (102)",169,,,5,27,24,26,24,63
"Admin.pub. y defensa; p. segur.soc.afil (103)",273,1,,20,116,17,34,19,66
"Enseñanza (104)",306,,,1,23,18,139,17,108
"Servicios sociales y de salud (105)",48,,,2,7,6,8,4,21
"Otras activ. serv.comun.soc y personales (106)",125,5,,17,50,12,15,13,13
"Hogares privados con servicio doméstico (107)",40,1,,20,16,2,,,1
"Actividad economica no especificada (109)",135,3,,26,59,7,11,17,12
"Mujeres (110)",3434,266,5,939,1188,195,393,113,335
"Agric., ganadería, caza y silvicultura (111)",361,84,1,173,76,5,10,5,7
"Industrias manufactureras (114)",309,21,,95,133,15,17,11,17
"Suministro de electricidad, gas y agua (115)",1,,,,,,,,1
"Construcción (116)",34,3,,13,14,1,1,1,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",1172,74,2,337,533,75,69,37,45
"Venta, mant.y rep. veh.autom.y motoc. (118)",4,,,,4,,,,
"Comercio al por mayor (119)",20,,,5,8,1,4,1,1
"Comercio al por menor (120)",1148,74,2,332,521,74,65,36,44
"Hoteles y restaurantes (121)",515,47,,187,214,23,20,12,12
"Trans., almac. y comunicaciones (122)",56,,,3,23,7,12,4,7
"Intermediación financiera (123)",2,,,,,,,,2
"Activid.inmobil., empres. y de alquiler (124)",72,,,2,7,8,15,7,33
"Admin.pub. y defensa; p. segur.soc.afil (125)",53,2,,6,10,5,13,3,14
"Enseñanza (126)",388,,,,25,27,185,17,134
"Servicios sociales y de salud (127)",90,,,2,12,7,23,5,41
"Otras activ. serv.comun.soc y personales (128)",86,11,,20,33,4,9,3,6
"Hogares privados con servicio doméstico (129)",178,17,2,77,72,5,1,2,2
"Actividad economica no especificada (131)",117,7,,24,36,13,18,6,13
,,,,,,,,,
"RURAL (132)",12895,2655,40,6284,3347,162,211,67,129
"Agric., ganadería, caza y silvicultura (133)",10186,2288,33,5336,2342,75,54,36,22
"Pesca (134)",7,7,,,,,,,
"Explotación de minas y canteras (135)",28,3,,9,14,1,1,,
"Industrias manufactureras (136)",442,100,,191,131,10,1,4,5
"Suministro de electricidad, gas y agua (137)",4,,,,2,2,,,
"Construcción (138)",476,19,,213,216,9,11,6,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",354,37,,119,153,17,15,3,10
"Venta, mant.y rep. veh.autom.y motoc. (140)",24,2,,3,9,3,7,,
"Comercio al por mayor (141)",13,1,,3,9,,,,
"Comercio al por menor (142)",317,34,,113,135,14,8,3,10
"Hoteles y restaurantes (143)",154,29,1,53,62,5,4,,
"Trans., almac. y comunicaciones (144)",337,23,1,135,151,8,13,2,4
"Intermediación financiera (145)",1,,,,,,1,,
"Activid.inmobil., empres. y de alquiler (146)",60,4,1,2,20,8,8,4,13
"Admin.pub. y defensa; p. segur.soc.afil (147)",74,,,14,43,5,4,3,5
"Enseñanza (148)",186,,,,36,16,78,4,52
"Servicios sociales y de salud (149)",33,,,3,8,2,13,1,6
"Otras activ. serv.comun.soc y personales (150)",53,5,,13,27,,2,2,4
"Hogares privados con servicio doméstico (151)",74,18,1,26,28,,1,,
"Actividad economica no especificada (153)",426,122,3,170,114,4,5,2,6
"Hombres (154)",9680,1562,27,4989,2710,123,133,58,78
"Agric., ganadería, caza y silvicultura (155)",8018,1452,21,4402,1980,63,48,33,19
"Pesca (156)",7,7,,,,,,,
"Explotación de minas y canteras (157)",28,3,,9,14,1,1,,
"Industrias manufactureras (158)",199,13,,76,92,10,1,3,4
"Suministro de electricidad, gas y agua (159)",4,,,,2,2,,,
"Construcción (160)",471,19,,211,213,9,11,6,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",125,7,,31,67,6,7,3,4
"Venta, mant.y rep. veh.autom.y motoc. (162)",24,2,,3,9,3,7,,
"Comercio al por mayor (163)",7,,,2,5,,,,
"Comercio al por menor (164)",94,5,,26,53,3,,3,4
"Hoteles y restaurantes (165)",34,,1,5,23,2,3,,
"Trans., almac. y comunicaciones (166)",322,22,1,135,145,7,8,2,2
"Intermediación financiera (167)",1,,,,,,1,,
"Activid.inmobil., empres. y de alquiler (168)",51,3,1,2,20,5,6,4,10
"Admin.pub. y defensa; p. segur.soc.afil (169)",67,,,14,40,5,2,3,3
"Enseñanza (170)",87,,,,11,9,40,2,25
"Servicios sociales y de salud (171)",8,,,,2,1,2,,3
"Otras activ. serv.comun.soc y personales (172)",34,3,,9,18,,1,1,2
"Hogares privados con servicio doméstico (173)",19,4,1,7,7,,,,
"Actividad economica no especificada (175)",205,29,2,88,76,3,2,1,4
"Mujeres (176)",3215,1093,13,1295,637,39,78,9,51
"Agric., ganadería, caza y silvicultura (177)",2168,836,12,934,362,12,6,3,3
"Industrias manufactureras (180)",243,87,,115,39,,,1,1
"Construcción (182)",5,,,2,3,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",229,30,,88,86,11,8,,6
"Comercio al por mayor (185)",6,1,,1,4,,,,
"Comercio al por menor (186)",223,29,,87,82,11,8,,6
"Hoteles y restaurantes (187)",120,29,,48,39,3,1,,
"Trans., almac. y comunicaciones (188)",15,1,,,6,1,5,,2
"Activid.inmobil., empres. y de alquiler (190)",9,1,,,,3,2,,3
"Admin.pub. y defensa; p. segur.soc.afil (191)",7,,,,3,,2,,2
"Enseñanza (192)",99,,,,25,7,38,2,27
"Servicios sociales y de salud (193)",25,,,3,6,1,11,1,3
"Otras activ. serv.comun.soc y personales (194)",19,2,,4,9,,1,1,2
"Hogares privados con servicio doméstico (195)",55,14,,19,21,,1,,
"Actividad economica no especificada (197)",221,93,1,82,38,1,3,1,2
