"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia LAURICOCHA (000)",7915,7559,25,1156,1181,1121,1726,1299,750,301,356,32381
"De 12 a 14 años (001)",10,3,,2,1,,,,,,7,4
"De 15 a 19 años (002)",224,206,3,169,27,5,2,,,,18,246
"De 20 a 24 años (003)",798,685,4,353,238,69,20,1,,,113,1126
"De 25 a 29 años (004)",985,887,1,242,280,219,134,9,2,,98,2098
"De 30 a 34 años (005)",972,932,2,109,224,259,241,88,9,,40,3002
"De 35 a 39 años (006)",941,912,1,69,112,202,310,170,38,10,29,3772
"De 40 a 44 años (007)",824,816,3,36,57,101,273,199,112,35,8,4251
"De 45 a 49 años (008)",735,720,,31,58,54,196,203,132,46,15,4101
"De 50 y más años (009)",2426,2398,11,145,184,212,550,629,457,210,28,13781
"Conviviente (010)",2876,2820,10,487,609,492,674,338,171,39,56,10117
"De 12 a 14 años (011)",7,1,,1,,,,,,,6,1
"De 15 a 19 años (012)",125,113,2,89,19,2,1,,,,12,137
"De 20 a 24 años (013)",456,437,3,185,176,59,13,1,,,19,775
"De 25 a 29 años (014)",565,557,,113,185,139,111,8,1,,8,1428
"De 30 a 34 años (015)",497,494,2,40,118,129,141,57,7,,3,1688
"De 35 a 39 años (016)",440,436,,21,51,76,162,93,27,6,4,1950
"De 40 a 44 años (017)",279,279,2,6,18,30,103,68,44,8,,1480
"De 45 a 49 años (018)",196,196,,11,15,16,63,47,35,9,,1053
"De 50 y más años (019)",311,307,1,21,27,41,80,64,57,16,4,1605
"Separado(a) (020)",535,524,4,182,104,67,102,49,13,3,11,1492
"De 12 a 14 años (021)",1,,,,,,,,,,1,
"De 15 a 19 años (022)",32,29,,26,2,1,,,,,3,33
"De 20 a 24 años (023)",76,76,,54,17,2,3,,,,,106
