"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia CARAVELI (000)",35928,35587,255,86
"Hombres (001)",20273,20130,107,36
"Mujeres (002)",15655,15457,148,50
"Menores de 1 año (003)",625,514,81,30
"Hombres (004)",303,255,36,12
"Mujeres (005)",322,259,45,18
"De 1 a 5 años (006)",3405,3237,117,51
"Hombres (007)",1706,1626,58,22
"Mujeres (008)",1699,1611,59,29
"De 6 a 14 años (009)",5967,5966,,1
"Hombres (010)",3115,3114,,1
"Mujeres (011)",2852,2852,,
"De 15 a 29 años (012)",10378,10375,3,
"Hombres (013)",6039,6039,,
"Mujeres (014)",4339,4336,3,
"De 30 a 44 años (015)",8279,8275,3,1
"Hombres (016)",4894,4893,1,
"Mujeres (017)",3385,3382,2,1
"De 45 a 64 años (018)",5122,5113,8,1
"Hombres (019)",3038,3034,3,1
"Mujeres (020)",2084,2079,5,
"De 65 a más años (021)",2152,2107,43,2
"Hombres (022)",1178,1169,9,
"Mujeres (023)",974,938,34,2
,,,,
"URBANA (024)",23080,22861,163,56
"Hombres (025)",12143,12045,76,22
"Mujeres (026)",10937,10816,87,34
"Menores de 1 año (027)",378,312,50,16
"Hombres (028)",185,154,25,6
"Mujeres (029)",193,158,25,10
"De 1 a 5 años (030)",2224,2110,77,37
"Hombres (031)",1093,1035,43,15
"Mujeres (032)",1131,1075,34,22
"De 6 a 14 años (033)",4336,4336,,
"Hombres (034)",2256,2256,,
"Mujeres (035)",2080,2080,,
"De 15 a 29 años (036)",5912,5912,,
"Hombres (037)",3040,3040,,
"Mujeres (038)",2872,2872,,
"De 30 a 44 años (039)",5381,5378,2,1
"Hombres (040)",2873,2873,,
"Mujeres (041)",2508,2505,2,1
"De 45 a 64 años (042)",3407,3401,5,1
"Hombres (043)",1933,1931,1,1
"Mujeres (044)",1474,1470,4,
"De 65 a más años (045)",1442,1412,29,1
"Hombres (046)",763,756,7,
"Mujeres (047)",679,656,22,1
,,,,
"RURAL (048)",12848,12726,92,30
"Hombres (049)",8130,8085,31,14
"Mujeres (050)",4718,4641,61,16
"Menores de 1 año (051)",247,202,31,14
"Hombres (052)",118,101,11,6
"Mujeres (053)",129,101,20,8
"De 1 a 5 años (054)",1181,1127,40,14
"Hombres (055)",613,591,15,7
"Mujeres (056)",568,536,25,7
"De 6 a 14 años (057)",1631,1630,,1
"Hombres (058)",859,858,,1
"Mujeres (059)",772,772,,
"De 15 a 29 años (060)",4466,4463,3,
"Hombres (061)",2999,2999,,
"Mujeres (062)",1467,1464,3,
"De 30 a 44 años (063)",2898,2897,1,
"Hombres (064)",2021,2020,1,
"Mujeres (065)",877,877,,
"De 45 a 64 años (066)",1715,1712,3,
"Hombres (067)",1105,1103,2,
"Mujeres (068)",610,609,1,
"De 65 a más años (069)",710,695,14,1
"Hombres (070)",415,413,2,
"Mujeres (071)",295,282,12,1
