"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Agric., ganadería, caza y silvicultura (045)",6724,1957,13,3638,1076,16,9,8,7
"Pesca (046)",3,1,,1,,1,,,
"Explotación de minas y canteras (047)",58,2,,23,28,1,,1,3
"Industrias manufactureras (048)",86,13,,35,30,1,2,3,2
"Suministro de electricidad, gas y agua (049)",4,,,1,,,,,3
"Construcción (050)",54,6,,26,17,2,,1,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",992,80,,447,382,30,28,17,8
"Venta, mant.y rep. veh.autom.y motoc. (052)",9,1,,4,2,1,1,,
"Comercio al por mayor (053)",40,1,,16,14,3,2,2,2
"Comercio al por menor (054)",943,78,,427,366,26,25,15,6
"Hoteles y restaurantes (055)",258,21,1,113,107,7,2,4,3
"Trans., almac. y comunicaciones (056)",25,,,3,14,1,5,,2
"Activid.inmobil., empres. y de alquiler (058)",30,2,,,6,2,4,1,15
"Admin.pub. y defensa; p. segur.soc.afil (059)",91,7,,13,17,14,14,7,19
"Enseñanza (060)",335,,,,45,36,108,18,128
"Servicios sociales y de salud (061)",96,1,,1,5,4,38,2,45
"Otras activ. serv.comun.soc y personales (062)",69,9,,25,24,3,5,,3
"Hogares privados con servicio doméstico (063)",120,15,,60,45,,,,
"Actividad economica no especificada (065)",228,46,,108,60,3,4,3,4
,,,,,,,,,
"URBANA (066)",8154,659,2,2917,2901,311,492,206,666
"Agric., ganadería, caza y silvicultura (067)",3227,465,2,1662,1005,30,23,21,19
"Pesca (068)",8,2,,2,2,1,1,,
"Explotación de minas y canteras (069)",294,6,,81,160,4,5,6,32
"Industrias manufactureras (070)",227,19,,66,106,7,15,6,8
"Suministro de electricidad, gas y agua (071)",21,,,1,13,1,1,2,3
"Construcción (072)",838,22,,287,409,43,28,19,30
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",1260,75,,495,522,57,53,33,25
"Venta, mant.y rep. veh.autom.y motoc. (074)",63,1,,15,28,2,11,4,2
"Comercio al por mayor (075)",55,1,,19,21,4,4,4,2
"Comercio al por menor (076)",1142,73,,461,473,51,38,25,21
"Hoteles y restaurantes (077)",235,15,,79,108,13,4,7,9
"Trans., almac. y comunicaciones (078)",355,1,,47,215,28,32,18,14
"Intermediación financiera (079)",5,,,,,1,,2,2
"Activid.inmobil., empres. y de alquiler (080)",143,2,,4,37,14,21,10,55
"Admin.pub. y defensa; p. segur.soc.afil (081)",344,8,,35,102,34,46,33,86
"Enseñanza (082)",623,,,2,47,56,191,37,290
"Servicios sociales y de salud (083)",159,1,,1,10,7,57,7,76
"Otras activ. serv.comun.soc y personales (084)",118,10,,32,55,8,6,1,6
"Hogares privados con servicio doméstico (085)",79,8,,36,34,,,1,
"Actividad economica no especificada (087)",218,25,,87,76,7,9,3,11
"Hombres (088)",5057,184,2,1661,2045,218,324,156,467
"Agric., ganadería, caza y silvicultura (089)",1893,138,2,976,704,22,16,19,16
"Pesca (090)",6,1,,2,2,,1,,
"Explotación de minas y canteras (091)",282,5,,78,155,4,5,5,30
"Industrias manufactureras (092)",157,9,,40,80,6,13,3,6
"Suministro de electricidad, gas y agua (093)",20,,,,13,1,1,2,3
"Construcción (094)",791,17,,266,393,41,28,18,28
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",474,6,,150,217,34,31,17,19
"Venta, mant.y rep. veh.autom.y motoc. (096)",56,,,11,26,2,11,4,2
"Comercio al por mayor (097)",19,,,5,8,1,3,2,
"Comercio al por menor (098)",399,6,,134,183,31,17,11,17
"Hoteles y restaurantes (099)",74,,,11,45,6,2,4,6
"Trans., almac. y comunicaciones (100)",331,1,,45,201,27,27,18,12
"Intermediación financiera (101)",5,,,,,1,,2,2
"Activid.inmobil., empres. y de alquiler (102)",119,,,4,32,12,19,9,43
"Admin.pub. y defensa; p. segur.soc.afil (103)",265,1,,26,90,20,34,27,67
"Enseñanza (104)",377,,,2,24,30,111,23,187
"Servicios sociales y de salud (105)",83,,,,6,4,30,6,37
"Otras activ. serv.comun.soc y personales (106)",55,1,,11,33,5,1,1,3
"Hogares privados con servicio doméstico (107)",15,1,,5,8,,,1,
"Actividad economica no especificada (109)",110,4,,45,42,5,5,1,8
"Mujeres (110)",3097,475,,1256,856,93,168,50,199
"Agric., ganadería, caza y silvicultura (111)",1334,327,,686,301,8,7,2,3
"Pesca (112)",2,1,,,,1,,,
"Explotación de minas y canteras (113)",12,1,,3,5,,,1,2
"Industrias manufactureras (114)",70,10,,26,26,1,2,3,2
"Suministro de electricidad, gas y agua (115)",1,,,1,,,,,
"Construcción (116)",47,5,,21,16,2,,1,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",786,69,,345,305,23,22,16,6
"Venta, mant.y rep. veh.autom.y motoc. (118)",7,1,,4,2,,,,
"Comercio al por mayor (119)",36,1,,14,13,3,1,2,2
"Comercio al por menor (120)",743,67,,327,290,20,21,14,4
"Hoteles y restaurantes (121)",161,15,,68,63,7,2,3,3
"Trans., almac. y comunicaciones (122)",24,,,2,14,1,5,,2
"Activid.inmobil., empres. y de alquiler (124)",24,2,,,5,2,2,1,12
"Admin.pub. y defensa; p. segur.soc.afil (125)",79,7,,9,12,14,12,6,19
"Enseñanza (126)",246,,,,23,26,80,14,103
"Servicios sociales y de salud (127)",76,1,,1,4,3,27,1,39
"Otras activ. serv.comun.soc y personales (128)",63,9,,21,22,3,5,,3
"Hogares privados con servicio doméstico (129)",64,7,,31,26,,,,
"Actividad economica no especificada (131)",108,21,,42,34,2,4,2,3
,,,,,,,,,
"RURAL (132)",16422,2508,18,8691,4617,168,184,84,152
"Agric., ganadería, caza y silvicultura (133)",13455,2411,15,7561,3330,68,28,28,14
"Pesca (134)",8,,,5,3,,,,
"Explotación de minas y canteras (135)",1264,20,1,527,647,31,15,12,11
"Industrias manufactureras (136)",61,4,,22,31,,3,1,
"Suministro de electricidad, gas y agua (137)",24,,,1,4,,3,3,13
"Construcción (138)",267,10,,122,117,7,3,5,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",397,14,1,187,167,9,13,2,4
"Venta, mant.y rep. veh.autom.y motoc. (140)",9,,,,4,2,2,,1
"Comercio al por mayor (141)",12,,1,8,2,,1,,
"Comercio al por menor (142)",376,14,,179,161,7,10,2,3
"Hoteles y restaurantes (143)",122,7,1,53,54,1,2,3,1
"Trans., almac. y comunicaciones (144)",91,,,31,45,8,6,,1
"Activid.inmobil., empres. y de alquiler (146)",32,,,2,8,2,3,2,15
"Admin.pub. y defensa; p. segur.soc.afil (147)",130,,,34,58,19,6,10,3
"Enseñanza (148)",227,,,,37,18,84,12,76
"Servicios sociales y de salud (149)",33,,,,3,3,18,2,7
"Otras activ. serv.comun.soc y personales (150)",20,1,,5,13,,,,1
"Hogares privados con servicio doméstico (151)",70,8,,37,24,1,,,
"Actividad economica no especificada (153)",221,33,,104,76,1,,4,3
"Hombres (154)",10346,823,4,5453,3617,140,133,69,107
"Agric., ganadería, caza y silvicultura (155)",8065,781,2,4609,2555,60,26,22,10
"Pesca (156)",7,,,4,3,,,,
"Explotación de minas y canteras (157)",1218,19,1,507,624,30,15,12,10
"Industrias manufactureras (158)",45,1,,13,27,,3,1,
"Suministro de electricidad, gas y agua (159)",21,,,1,4,,3,3,10
"Construcción (160)",260,9,,117,116,7,3,5,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",191,3,1,85,90,2,7,1,2
"Venta, mant.y rep. veh.autom.y motoc. (162)",7,,,,4,1,1,,1
"Comercio al por mayor (163)",8,,1,6,1,,,,
"Comercio al por menor (164)",176,3,,79,85,1,6,1,1
"Hoteles y restaurantes (165)",25,1,,8,10,1,2,2,1
"Trans., almac. y comunicaciones (166)",90,,,30,45,8,6,,1
"Activid.inmobil., empres. y de alquiler (168)",26,,,2,7,2,1,2,12
"Admin.pub. y defensa; p. segur.soc.afil (169)",118,,,30,53,19,4,9,3
"Enseñanza (170)",138,,,,15,8,56,8,51
"Servicios sociales y de salud (171)",13,,,,2,2,7,1,1
"Otras activ. serv.comun.soc y personales (172)",14,1,,1,11,,,,1
"Hogares privados con servicio doméstico (173)",14,,,8,5,1,,,
"Actividad economica no especificada (175)",101,8,,38,50,,,3,2
"Mujeres (176)",6076,1685,14,3238,1000,28,51,15,45
"Agric., ganadería, caza y silvicultura (177)",5390,1630,13,2952,775,8,2,6,4
"Pesca (178)",1,,,1,,,,,
"Explotación de minas y canteras (179)",46,1,,20,23,1,,,1
"Industrias manufactureras (180)",16,3,,9,4,,,,
"Suministro de electricidad, gas y agua (181)",3,,,,,,,,3
"Construcción (182)",7,1,,5,1,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",206,11,,102,77,7,6,1,2
"Venta, mant.y rep. veh.autom.y motoc. (184)",2,,,,,1,1,,
"Comercio al por mayor (185)",4,,,2,1,,1,,
"Comercio al por menor (186)",200,11,,100,76,6,4,1,2
"Hoteles y restaurantes (187)",97,6,1,45,44,,,1,
"Trans., almac. y comunicaciones (188)",1,,,1,,,,,
"Activid.inmobil., empres. y de alquiler (190)",6,,,,1,,2,,3
"Admin.pub. y defensa; p. segur.soc.afil (191)",12,,,4,5,,2,1,
"Enseñanza (192)",89,,,,22,10,28,4,25
"Servicios sociales y de salud (193)",20,,,,1,1,11,1,6
"Otras activ. serv.comun.soc y personales (194)",6,,,4,2,,,,
"Hogares privados con servicio doméstico (195)",56,8,,29,19,,,,
"Actividad economica no especificada (197)",120,25,,66,26,1,,1,1
