"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Otra (034)",3,,1,1,1,
"Ocupación no especificada (035)",268,,118,94,43,13
,,,,,,
"URBANA (036)",8619,179,2739,3203,2076,422
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (037)",22,,2,13,6,1
"Profes., científicos e intelectuales (038)",760,,141,451,167,1
"Técnicos de nivel medio y trab. asimilados (039)",332,,98,139,89,6
"Jefes y empleados de oficina (040)",350,,130,145,73,2
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",1020,20,369,381,216,34
"Agricult. trabaj. calif.agrop. y pesqueros (042)",1754,,365,562,581,246
"Obreros y oper.minas, cant.,ind.manuf. y otros (043)",707,5,240,289,168,5
"Obreros construc., conf., papel, fab., instr. (044)",682,2,248,283,143,6
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (045)",2553,146,951,796,551,109
"Otra (046)",34,,7,18,9,
"Ocupación no especificada (047)",405,6,188,126,73,12
"Hombres (048)",6215,121,1946,2303,1530,315
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (049)",18,,1,10,6,1
"Profes., científicos e intelectuales (050)",478,,68,279,130,1
"Técnicos de nivel medio y trab. asimilados (051)",277,,81,115,76,5
"Jefes y empleados de oficina (052)",238,,72,102,62,2
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",521,12,196,184,111,18
"Agricult. trabaj. calif.agrop. y pesqueros (054)",1504,,296,476,516,216
"Obreros y oper.minas, cant.,ind.manuf. y otros (055)",671,4,230,276,156,5
"Obreros construc., conf., papel, fab., instr. (056)",666,2,239,280,139,6
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (057)",1519,97,611,481,273,57
"Otra (058)",31,,6,17,8,
"Ocupación no especificada (059)",292,6,146,83,53,4
"Mujeres (060)",2404,58,793,900,546,107
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (061)",4,,1,3,,
"Profes., científicos e intelectuales (062)",282,,73,172,37,
"Técnicos de nivel medio y trab. asimilados (063)",55,,17,24,13,1
"Jefes y empleados de oficina (064)",112,,58,43,11,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",499,8,173,197,105,16
"Agricult. trabaj. calif.agrop. y pesqueros (066)",250,,69,86,65,30
"Obreros y oper.minas, cant.,ind.manuf. y otros (067)",36,1,10,13,12,
"Obreros construc., conf., papel, fab., instr. (068)",16,,9,3,4,
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (069)",1034,49,340,315,278,52
"Otra (070)",3,,1,1,1,
"Ocupación no especificada (071)",113,,42,43,20,8
,,,,,,
"RURAL (072)",9004,244,3119,3013,2113,515
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (073)",19,,1,14,4,
"Profes., científicos e intelectuales (074)",473,,105,287,80,1
"Técnicos de nivel medio y trab. asimilados (075)",77,,22,38,17,
"Jefes y empleados de oficina (076)",39,,13,17,9,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",284,7,92,107,63,15
"Agricult. trabaj. calif.agrop. y pesqueros (078)",4825,,1330,1730,1371,394
"Obreros y oper.minas, cant.,ind.manuf. y otros (079)",110,,49,33,24,4
"Obreros construc., conf., papel, fab., instr. (080)",158,,58,64,35,1
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (081)",2790,237,1330,660,471,92
"Otra (082)",14,,10,4,,
"Ocupación no especificada (083)",215,,109,59,39,8
"Hombres (084)",7225,188,2570,2383,1665,419
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (085)",17,,1,12,4,
"Profes., científicos e intelectuales (086)",292,,56,176,59,1
"Técnicos de nivel medio y trab. asimilados (087)",68,,16,36,16,
"Jefes y empleados de oficina (088)",36,,10,17,9,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",216,6,63,79,54,14
"Agricult. trabaj. calif.agrop. y pesqueros (090)",4509,,1235,1643,1271,360
"Obreros y oper.minas, cant.,ind.manuf. y otros (091)",107,,49,32,23,3
"Obreros construc., conf., papel, fab., instr. (092)",157,,58,63,35,1
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (093)",1749,182,1039,313,178,37
"Otra (094)",14,,10,4,,
"Ocupación no especificada (095)",60,,33,8,16,3
"Mujeres (096)",1779,56,549,630,448,96
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (097)",2,,,2,,
"Profes., científicos e intelectuales (098)",181,,49,111,21,
"Técnicos de nivel medio y trab. asimilados (099)",9,,6,2,1,
"Jefes y empleados de oficina (100)",3,,3,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",68,1,29,28,9,1
"Agricult. trabaj. calif.agrop. y pesqueros (102)",316,,95,87,100,34
"Obreros y oper.minas, cant.,ind.manuf. y otros (103)",3,,,1,1,1
"Obreros construc., conf., papel, fab., instr. (104)",1,,,1,,
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (105)",1041,55,291,347,293,55
"Ocupación no especificada (107)",155,,76,51,23,5
