"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia HUANUCO (000)",69080,64660,261,14709,13556,10193,13427,7863,3571,1080,4420,223570
"De 12 a 14 años (001)",97,40,1,33,6,,,,,,57,45
"De 15 a 19 años (002)",1878,1690,29,1457,173,21,10,,,,188,1906
"De 20 a 24 años (003)",7765,6147,38,4062,1564,377,87,19,,,1618,8802
"De 25 a 29 años (004)",9049,7772,28,3261,2624,1215,595,37,12,,1277,14995
"De 30 a 34 años (005)",8638,8137,28,2077,2578,1749,1418,246,36,5,501,20538
"De 35 a 39 años (006)",8461,8208,22,1204,2181,1817,2021,771,171,21,253,26453
"De 40 a 44 años (007)",7267,7119,17,707,1418,1455,2042,1018,375,87,148,27423
"De 45 a 49 años (008)",6262,6155,15,508,935,1077,1765,1166,535,154,107,26970
"De 50 y más años (009)",19663,19392,83,1400,2077,2482,5489,4606,2442,813,271,96438
"Conviviente (010)",24881,24384,111,6890,6003,3928,4478,2026,728,220,497,71714
"De 12 a 14 años (011)",67,18,1,14,3,,,,,,49,20
"De 15 a 19 años (012)",1240,1103,26,929,131,13,4,,,,137,1246
"De 20 a 24 años (013)",4203,4070,26,2520,1146,297,70,11,,,133,6060
"De 25 a 29 años (014)",4762,4681,13,1735,1673,812,414,27,7,,81,9490
"De 30 a 34 años (015)",4320,4284,13,875,1358,1024,856,142,16,,36,11396
"De 35 a 39 años (016)",3635,3614,6,367,869,811,1046,416,86,13,21,12633
"De 40 a 44 años (017)",2457,2446,9,163,398,470,817,403,143,43,11,10188
"De 45 a 49 años (018)",1709,1705,3,106,199,243,550,383,172,49,4,8089
"De 50 y más años (019)",2488,2463,14,181,226,258,721,644,304,115,25,12592
"Separado(a) (020)",5916,5817,27,1882,1365,907,997,438,171,30,99,16233
