"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia TUMBES (000)",133459,6103,13479,14145,14161,26135,21644,30425,7367
"Sin nivel (001)",9791,6103,718,126,121,232,326,963,1202
"Educación inicial (002)",3928,,3676,114,41,54,43,,
"Primaria (003)",42321,,9085,8213,1339,3076,4207,11598,4803
"Secundaria (004)",48741,,,5692,10652,12219,9373,9978,827
"Superior no univ. incompleto (005)",6488,,,,1158,2976,1286,1015,53
"Superior no univ. completo (006)",10376,,,,,3602,3382,3177,215
"Superior univ. incompleto (007)",4704,,,,850,2041,762,984,67
"Superior univ. completo (008)",7110,,,,,1935,2265,2710,200
"Hombres (010)",68492,3132,6839,7243,7438,13176,10831,15955,3878
"Sin nivel (011)",4785,3132,373,65,74,124,143,354,520
"Educación inicial (012)",2035,,1894,59,22,33,27,,
"Primaria (013)",20997,,4572,4248,849,1521,1897,5405,2505
"Secundaria (014)",26323,,,2871,5578,6531,5064,5783,496
"Superior no univ. incompleto (015)",3134,,,,518,1366,627,592,31
"Superior no univ. completo (016)",4722,,,,,1568,1477,1546,131
"Superior univ. incompleto (017)",2579,,,,397,1058,420,648,56
"Superior univ. completo (018)",3917,,,,,975,1176,1627,139
"Mujeres (020)",64967,2971,6640,6902,6723,12959,10813,14470,3489
"Sin nivel (021)",5006,2971,345,61,47,108,183,609,682
"Educación inicial (022)",1893,,1782,55,19,21,16,,
"Primaria (023)",21324,,4513,3965,490,1555,2310,6193,2298
"Secundaria (024)",22418,,,2821,5074,5688,4309,4195,331
"Superior no univ. incompleto (025)",3354,,,,640,1610,659,423,22
"Superior no univ. completo (026)",5654,,,,,2034,1905,1631,84
"Superior univ. incompleto (027)",2125,,,,453,983,342,336,11
"Superior univ. completo (028)",3193,,,,,960,1089,1083,61
,,,,,,,,,
"URBANA (030)",122893,5668,12496,13055,13041,24098,20011,28009,6515
"Sin nivel (031)",8818,5668,665,110,115,205,288,794,973
"Educación inicial (032)",3654,,3419,110,37,49,39,,
"Primaria (033)",37830,,8412,7585,1231,2715,3653,10017,4217
"Secundaria (034)",45003,,,5250,9784,11121,8586,9464,798
