"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Superior no univ. incompleto (035)",6151,,,,1064,2792,1249,993,53
"Superior no univ. completo (036)",9915,,,,,3383,3231,3090,211
"Superior univ. incompleto (037)",4537,,,,810,1943,739,979,66
"Superior univ. completo (038)",6985,,,,,1890,2226,2672,197
"Hombres (040)",62960,2904,6344,6705,6876,12108,9978,14672,3373
"Sin nivel (041)",4297,2904,344,55,72,109,130,283,400
"Educación inicial (042)",1880,,1756,55,18,28,23,,
"Primaria (043)",18688,,4244,3932,790,1340,1633,4602,2147
"Secundaria (044)",24261,,,2663,5138,5925,4607,5453,475
"Superior no univ. incompleto (045)",2977,,,,483,1278,607,578,31
"Superior no univ. completo (046)",4521,,,,,1473,1416,1504,128
"Superior univ. incompleto (047)",2491,,,,375,1009,406,646,55
"Superior univ. completo (048)",3845,,,,,946,1156,1606,137
"Mujeres (050)",59933,2764,6152,6350,6165,11990,10033,13337,3142
"Sin nivel (051)",4521,2764,321,55,43,96,158,511,573
"Educación inicial (052)",1774,,1663,55,19,21,16,,
"Primaria (053)",19142,,4168,3653,441,1375,2020,5415,2070
"Secundaria (054)",20742,,,2587,4646,5196,3979,4011,323
"Superior no univ. incompleto (055)",3174,,,,581,1514,642,415,22
"Superior no univ. completo (056)",5394,,,,,1910,1815,1586,83
"Superior univ. incompleto (057)",2046,,,,435,934,333,333,11
"Superior univ. completo (058)",3140,,,,,944,1070,1066,60
,,,,,,,,,
"RURAL (060)",10566,435,983,1090,1120,2037,1633,2416,852
"Sin nivel (061)",973,435,53,16,6,27,38,169,229
"Educación inicial (062)",274,,257,4,4,5,4,,
"Primaria (063)",4491,,673,628,108,361,554,1581,586
"Secundaria (064)",3738,,,442,868,1098,787,514,29
"Superior no univ. incompleto (065)",337,,,,94,184,37,22,
"Superior no univ. completo (066)",461,,,,,219,151,87,4
"Superior univ. incompleto (067)",167,,,,40,98,23,5,1
"Superior univ. completo (068)",125,,,,,45,39,38,3
"Hombres (070)",5532,228,495,538,562,1068,853,1283,505
"Sin nivel (071)",488,228,29,10,2,15,13,71,120
"Educación inicial (072)",155,,138,4,4,5,4,,
"Primaria (073)",2309,,328,316,59,181,264,803,358
"Secundaria (074)",2062,,,208,440,606,457,330,21
"Superior no univ. incompleto (075)",157,,,,35,88,20,14,
"Superior no univ. completo (076)",201,,,,,95,61,42,3
"Superior univ. incompleto (077)",88,,,,22,49,14,2,1
"Superior univ. completo (078)",72,,,,,29,20,21,2
"Mujeres (080)",5034,207,488,552,558,969,780,1133,347
"Sin nivel (081)",485,207,24,6,4,12,25,98,109
"Educación inicial (082)",119,,119,,,,,,
"Primaria (083)",2182,,345,312,49,180,290,778,228
"Secundaria (084)",1676,,,234,428,492,330,184,8
"Superior no univ. incompleto (085)",180,,,,59,96,17,8,
"Superior no univ. completo (086)",260,,,,,124,90,45,1
"Superior univ. incompleto (087)",79,,,,18,49,9,3,
"Superior univ. completo (088)",53,,,,,16,19,17,1
