"CUADRO Nº 16: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia OTUZCO (000)",28766,1988,2857,16310,206,5954,609,842
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",45,45,,,,,,
"Profes., científicos e intelectuales (002)",1081,982,,85,1,13,,
"Técnicos de nivel medio y trab. asimilados (003)",309,187,,102,19,1,,
"Jefes y empleados de oficina (004)",212,207,,1,,4,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1666,189,30,1200,22,225,,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",13336,2,,13199,135,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",945,,399,492,7,47,,
"Obreros construc.,conf.,papel, fab., instr. (008)",684,74,255,314,12,29,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (009)",8827,202,2111,389,9,5507,609,
"Otra (010)",34,34,,,,,,
"Ocupación no especificada (011)",785,66,62,528,1,128,,
"Desocupado (012)",842,,,,,,,842
"Hombres (013)",23026,1035,2551,14246,181,4316,25,672
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",36,36,,,,,,
"Profes., científicos e intelectuales (015)",517,454,,55,1,7,,
"Técnicos de nivel medio y trab. asimilados (016)",200,109,,77,13,1,,
"Jefes y empleados de oficina (017)",123,120,,1,,2,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",624,93,1,481,12,37,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",12894,2,,12761,131,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",768,,383,358,7,20,,
"Obreros construc.,conf.,papel, fab., instr. (021)",627,73,249,264,12,29,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (022)",6347,88,1889,151,4,4190,25,
"Otra (023)",34,34,,,,,,
"Ocupación no especificada (024)",184,26,29,98,1,30,,
"Desocupado (025)",672,,,,,,,672
"Mujeres (026)",5740,953,306,2064,25,1638,584,170
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",9,9,,,,,,
"Profes., científicos e intelectuales (028)",564,528,,30,,6,,
"Técnicos de nivel medio y trab. asimilados (029)",109,78,,25,6,,,
"Jefes y empleados de oficina (030)",89,87,,,,2,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",1042,96,29,719,10,188,,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",442,,,438,4,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",177,,16,134,,27,,
"Obreros construc.,conf.,papel, fab., instr. (034)",57,1,6,50,,,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (035)",2480,114,222,238,5,1317,584,
"Ocupación no especificada (037)",601,40,33,430,,98,,
"Desocupado (038)",170,,,,,,,170
,,,,,,,,
"URBANA (039)",7663,1670,1044,3604,76,681,219,369
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",39,39,,,,,,
"Profes., científicos e intelectuales (041)",944,860,,76,1,7,,
"Técnicos de nivel medio y trab. asimilados (042)",255,156,,85,13,1,,
"Jefes y empleados de oficina (043)",183,179,,1,,3,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",1203,145,5,871,19,163,,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",1701,2,,1672,27,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",406,,99,296,2,9,,
"Obreros construc.,conf.,papel, fab., instr. (047)",436,57,161,201,6,11,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (048)",1875,158,755,289,8,446,219,
"Otra (049)",34,34,,,,,,
"Ocupación no especificada (050)",218,40,24,113,,41,,
"Desocupado (051)",369,,,,,,,369
"Hombres (052)",5103,865,914,2618,57,361,12,276
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",30,30,,,,,,
"Profes., científicos e intelectuales (054)",441,388,,48,1,4,,
"Técnicos de nivel medio y trab. asimilados (055)",167,93,,65,8,1,,
"Jefes y empleados de oficina (056)",104,102,,1,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",472,75,,357,10,30,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",1615,2,,1587,26,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",315,,89,219,2,5,,
"Obreros construc.,conf.,papel, fab., instr. (060)",416,57,157,185,6,11,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (061)",1141,64,657,106,4,298,12,
"Otra (062)",34,34,,,,,,
"Ocupación no especificada (063)",92,20,11,50,,11,,
"Desocupado (064)",276,,,,,,,276
"Mujeres (065)",2560,805,130,986,19,320,207,93
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",9,9,,,,,,
"Profes., científicos e intelectuales (067)",503,472,,28,,3,,
"Técnicos de nivel medio y trab. asimilados (068)",88,63,,20,5,,,
"Jefes y empleados de oficina (069)",79,77,,,,2,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",731,70,5,514,9,133,,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",86,,,85,1,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",91,,10,77,,4,,
"Obreros construc.,conf.,papel, fab., instr. (073)",20,,4,16,,,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (074)",734,94,98,183,4,148,207,
"Ocupación no especificada (076)",126,20,13,63,,30,,
"Desocupado (077)",93,,,,,,,93
,,,,,,,,
"RURAL (078)",21103,318,1813,12706,130,5273,390,473
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",6,6,,,,,,
"Profes., científicos e intelectuales (080)",137,122,,9,,6,,
"Técnicos de nivel medio y trab. asimilados (081)",54,31,,17,6,,,
"Jefes y empleados de oficina (082)",29,28,,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",463,44,25,329,3,62,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",11635,,,11527,108,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",539,,300,196,5,38,,
"Obreros construc.,conf.,papel, fab., instr. (086)",248,17,94,113,6,18,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (087)",6952,44,1356,100,1,5061,390,
"Ocupación no especificada (089)",567,26,38,415,1,87,,
"Desocupado (090)",473,,,,,,,473
"Hombres (091)",17923,170,1637,11628,124,3955,13,396
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",6,6,,,,,,
"Profes., científicos e intelectuales (093)",76,66,,7,,3,,
"Técnicos de nivel medio y trab. asimilados (094)",33,16,,12,5,,,
"Jefes y empleados de oficina (095)",19,18,,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",152,18,1,124,2,7,,
"Agricult.trabaj.calif.agrop.y pesqueros (097)",11279,,,11174,105,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (098)",453,,294,139,5,15,,
