"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
,,,,,,,,,,,,
"Provincia MARISCAL LUZURIAGA (000)",4453,13,501,46,125,257,1603,91,147,1413,5,252
"Agric., ganadería, caza y silvicultura (001)",2636,,,,3,,1601,,3,1029,,
"Pesca (002)",2,,,,,,2,,,,,
"Industrias manufactureras (004)",89,,,3,1,,,82,1,2,,
"Construcción (006)",266,,4,1,4,,,2,88,167,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",243,,,4,1,199,,6,6,27,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",3,,,,,,,3,,,,
"Comercio al por mayor (009)",15,,,1,,14,,,,,,
"Comercio al por menor (010)",225,,,3,1,185,,3,6,27,,
"Hoteles y restaurantes (011)",66,,,2,,47,,,,17,,
"Trans., almac. y comunicaciones (012)",52,,,3,2,2,,,42,3,,
"Intermediación financiera (013)",1,,,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (014)",33,,9,4,8,,,,3,9,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",122,11,7,4,65,,,,2,28,5,
"Enseñanza (016)",478,2,450,1,22,,,,1,2,,
"Servicios sociales y de salud (017)",56,,25,21,4,3,,1,1,1,,
"Otras activ. serv.comun.soc y personales (018)",92,,6,3,14,6,,,,63,,
"Hogares privados con servicio doméstico (019)",65,,,,,,,,,65,,
"Actividad economica no especificada (021)",252,,,,,,,,,,,252
"Hombres (022)",3541,10,353,28,92,89,1538,76,144,1104,5,102
"Agric., ganadería, caza y silvicultura (023)",2387,,,,2,,1536,,2,847,,
"Pesca (024)",2,,,,,,2,,,,,
"Industrias manufactureras (026)",71,,,1,1,,,67,1,1,,
"Construcción (028)",256,,4,1,4,,,2,86,159,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",112,,,1,1,81,,6,6,17,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",3,,,,,,,3,,,,
"Comercio al por mayor (031)",6,,,,,6,,,,,,
"Comercio al por menor (032)",103,,,1,1,75,,3,6,17,,
"Hoteles y restaurantes (033)",6,,,1,,4,,,,1,,
"Trans., almac. y comunicaciones (034)",51,,,2,2,2,,,42,3,,
"Intermediación financiera (035)",1,,,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (036)",24,,6,2,6,,,,3,7,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",97,8,7,3,47,,,,2,25,5,
"Enseñanza (038)",342,2,321,,16,,,,1,2,,
"Servicios sociales y de salud (039)",28,,10,14,1,1,,1,1,,,
"Otras activ. serv.comun.soc y personales (040)",59,,5,3,11,1,,,,39,,
"Hogares privados con servicio doméstico (041)",3,,,,,,,,,3,,
"Actividad economica no especificada (043)",102,,,,,,,,,,,102
"Mujeres (044)",912,3,148,18,33,168,65,15,3,309,,150
"Agric., ganadería, caza y silvicultura (045)",249,,,,1,,65,,1,182,,
"Industrias manufactureras (048)",18,,,2,,,,15,,1,,
"Construcción (050)",10,,,,,,,,2,8,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",131,,,3,,118,,,,10,,
"Comercio al por mayor (053)",9,,,1,,8,,,,,,
"Comercio al por menor (054)",122,,,2,,110,,,,10,,
"Hoteles y restaurantes (055)",60,,,1,,43,,,,16,,
"Trans., almac. y comunicaciones (056)",1,,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (058)",9,,3,2,2,,,,,2,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",25,3,,1,18,,,,,3,,
"Enseñanza (060)",136,,129,1,6,,,,,,,
"Servicios sociales y de salud (061)",28,,15,7,3,2,,,,1,,
"Otras activ. serv.comun.soc y personales (062)",33,,1,,3,5,,,,24,,
"Hogares privados con servicio doméstico (063)",62,,,,,,,,,62,,
"Actividad economica no especificada (065)",150,,,,,,,,,,,150
,,,,,,,,,,,,
"URBANA (066)",980,6,246,33,68,159,104,47,58,211,5,43
"Agric., ganadería, caza y silvicultura (067)",195,,,,,,104,,,91,,
"Industrias manufactureras (070)",43,,,2,1,,,39,1,,,
"Construcción (072)",63,,3,1,1,,,2,16,40,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",147,,,3,,118,,5,6,15,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",3,,,,,,,3,,,,
"Comercio al por mayor (075)",12,,,1,,11,,,,,,
"Comercio al por menor (076)",132,,,2,,107,,2,6,15,,
"Hoteles y restaurantes (077)",46,,,2,,33,,,,11,,
"Trans., almac. y comunicaciones (078)",39,,,3,2,2,,,29,3,,
"Intermediación financiera (079)",1,,,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (080)",22,,7,4,4,,,,3,4,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",67,5,5,2,39,,,,1,10,5,
"Enseñanza (082)",219,1,206,1,10,,,,1,,,
"Servicios sociales y de salud (083)",38,,19,13,3,1,,1,1,,,
"Otras activ. serv.comun.soc y personales (084)",30,,6,2,7,5,,,,10,,
"Hogares privados con servicio doméstico (085)",27,,,,,,,,,27,,
"Actividad economica no especificada (087)",43,,,,,,,,,,,43
"Hombres (088)",642,4,167,17,43,46,97,41,58,147,5,17
"Agric., ganadería, caza y silvicultura (089)",177,,,,,,97,,,80,,
"Industrias manufactureras (092)",35,,,,1,,,33,1,,,
"Construcción (094)",60,,3,1,1,,,2,16,37,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",62,,,1,,41,,5,6,9,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",3,,,,,,,3,,,,
"Comercio al por mayor (097)",6,,,,,6,,,,,,
"Comercio al por menor (098)",53,,,1,,35,,2,6,9,,
"Hoteles y restaurantes (099)",5,,,1,,3,,,,1,,
"Trans., almac. y comunicaciones (100)",38,,,2,2,2,,,29,3,,
"Intermediación financiera (101)",1,,,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (102)",14,,4,2,2,,,,3,3,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",50,3,5,2,25,,,,1,9,5,
"Enseñanza (104)",152,1,144,,6,,,,1,,,
